Datetime,Tweet Id,Text
2020-11-04 09:04:50,1323914087340781569,KANYE 2024 https://t.co/Zm2pKcn12t
2020-11-03 20:53:31,1323730046125699072,I VOTED 🇺🇸 https://t.co/hlgIJUST4x
2020-11-03 20:51:55,1323729643828989953,KANYE2020 🇺🇸 https://t.co/3kd8vrrHZQ
2020-11-03 20:50:49,1323729368594575361,🕊 https://t.co/tFqpKyQzkY
2020-11-03 20:42:45,1323727338387902465,The first vote of my life         We are here to serve      We pray for every servant leader in the world  🕊 https://t.co/UWSrKslCt1
2020-11-03 20:39:36,1323726544997474304,KEEP BELIEVING KANYE 2020    Thank you Jesus Christ https://t.co/OgFDGOCAOp
2020-11-03 15:09:18,1323643421601378306,Favs https://t.co/0oO13dEviF
2020-11-03 15:01:07,1323641361216626691,We will heal. We will cure.
2020-11-03 15:00:09,1323641120778145792,"God is so good 😊 Today I am voting for the first time in my life for the President of the United States, and it's f… https://t.co/RDmZihHIfo"
2020-11-03 14:56:56,1323640310321176577,I channel Will Ferrel when I’m at the daddy daughter dances
2020-11-03 14:48:22,1323638153907900416,Life is the ultimate gift
2020-11-03 04:19:17,1323479840121450497,So many of us need so much less than we have especially when so many of us are in need
2020-11-03 04:18:21,1323479605970259972,I hear people say ... this person is cool and this person is not cool... people are cool... man has never invented… https://t.co/HGvnOxW4ng
2020-11-03 04:16:27,1323479125814771714,I was just speaking with someone that told me their life story and they used to be homeless      We must and will c… https://t.co/sjLvlpHqgS
2020-11-03 04:08:21,1323477087194210305,We as a people will heal. We will insure the well being of each other
2020-11-03 04:07:48,1323476950489341953,There are people sleeping in parking lots
2020-11-03 04:07:04,1323476766439038976,We will cure hunger
2020-11-02 01:41:04,1323077633802817537,The Weekend as The Nutty Professor was hands down the best costume this Halloween ⛷ https://t.co/6he1adovRY
2020-10-31 01:45:33,1322353987404800000,Praise God. Thank you so much #DoveAwards       God continues to send encouragement      Good is winning     Things… https://t.co/EUxCLWkcXm
2020-10-30 23:50:01,1322324911738642432,How it’s going 🇺🇸 https://t.co/ayol8Sf0OR
2020-10-30 23:49:26,1322324767571992576,How the day started 🙃 https://t.co/UyQUWqd2mT
2020-10-30 22:05:47,1322298679919693824,THE ROCK IS STILL ALIVE https://t.co/gvChkbcsQj
2020-10-30 21:12:27,1322285259874992128,RT @SheckJesus: New Sheck Wes snippet titled ‘RICH ONEDAY’ https://t.co/YLgCYWZVIu
2020-10-30 21:09:40,1322284560361558016,2020 VISION 🇺🇸 https://t.co/Usl1fppN4r
2020-10-30 21:02:25,1322282733683372033,Dear Future started as an op-ed and turned into a VISION PRAYER 🕊 https://t.co/hN8Zhz5EUp
2020-10-30 19:01:51,1322252393036197889,"DEAR FUTURE, I STILL BELIEVE IN YOU      PRINTED IN THE NEW YORK TIMES THIS MORNING     https://t.co/3hGgcjHzRE https://t.co/7tlMR2wa0q"
2020-10-30 18:21:00,1322242112688058368,https://t.co/3hGgcjHzRE https://t.co/l1BJySj4TK
2020-10-29 21:34:17,1321928365570359297,EMPATHY IS THE GLUE
2020-10-29 18:03:55,1321875427065913345,NAH NAH NAH REMIX DABABY &amp; 2CHAINZ https://t.co/I0gaZJ0ft7
2020-10-29 05:16:24,1321682274149048320,"DEAR FUTURE, I STILL BELIEVE IN YOU     YEEZY CHRISTIAN ACADEMY https://t.co/GIlTHSCLJU"
2020-10-28 18:11:02,1321514828469469184,We will heal https://t.co/pliy0PJQ9j
2020-10-28 03:50:34,1321298286964314117,EVERYDAY    JOEL’S NEW SERMONS ARE SUPER UPLIFTING AND INSPIRING      PRAISE GOD FOR THE MOTIVATION        JESUS ST… https://t.co/hAxwGtsvMm
2020-10-28 02:35:18,1321279343843180544,Halloween coming 💀 https://t.co/4JaQA5YfYn
2020-10-27 23:47:32,1321237125040197632,🤔 I was at 31 million followers 4 weeks ago and now I’ve been held at 30.9 million followers for the last 4 weeks 🤔… https://t.co/GdA8OXqDqd
2020-10-27 17:10:43,1321137260406865920,"Just to be CLEAR: WE ARE IN ENGAGED WITH HAITI’s GOVERNMENT  to make a transformational INVESTMENT to bring  JOBS,… https://t.co/X6c8W7wkw0"
2020-10-26 16:48:05,1320769177116798977,Some Monday morning joy at YEEZY CHRISTIAN ACADEMY https://t.co/W23fMAazaS
2020-10-24 17:41:28,1320057838555877380,https://t.co/rqKBrfNCME
2020-10-24 04:11:10,1319853917757296640,WRITE IN KANYE WEST    THERE IT IS https://t.co/HiJPrUIY9e
